,xpath,reduced_xpath,dom_tree_level,x_position,y_position,height,width,html_children,html_attributes,padding_top,padding_right,padding_bottom,padding_left,margin_top,margin_right,margin_bottom,margin_left
183,/html/body/div[4]/div/div[3]/div[1]/div[1]/div[7]/div[3]/div[1]/div/div[15]/div[2],/html/body/div[]/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div[],13,628,4393,200.0,580.0,85,1,0,0,0,16,0,0,0,0
184,/html/body/div[4]/div/div[3]/div[1]/div[1]/div[7]/div[3]/div[1]/div/div[15]/div[2]/div[3],/html/body/div[]/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div[]/div[],14,644,4453,115.0,564.0,45,1,0,0,0,0,8,0,0,0
185,/html/body/div[4]/div/div[3]/div[1]/div[1]/div[7]/div[3]/div[1]/div/div[15]/div[2]/div[3]/div,/html/body/div[]/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div[]/div[]/div,15,644,4449,123.0,564.0,44,1,0,0,0,0,0,0,0,0
186,/html/body/div[4]/div/div[3]/div[1]/div[1]/div[7]/div[3]/div[1]/div/div[15]/div[2]/div[3]/div/div,/html/body/div[]/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div[]/div[]/div/div,16,644,4449,123.0,564.0,43,3,0,0,0,0,0,0,0,0
187,/html/body/div[4]/div/div[3]/div[1]/div[1]/div[7]/div[3]/div[1]/div/div[15]/div[2]/div[3]/div/div/div,/html/body/div[]/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div[]/div[]/div/div/div,17,644,4449,123.0,564.0,42,0,0,0,0,0,0,0,0,0
188,/html/body/div[4]/div/div[3]/div[1]/div[1]/div[7]/div[3]/div[1]/div/div[15]/div[2]/div[3]/div/div/div/div,/html/body/div[]/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div[]/div[]/div/div/div/div,18,640,4449,123.0,572.0,41,5,4,4,4,4,-4,-4,-4,-4
189,/html/body/div[4]/div/div[3]/div[1]/div[1]/div[7]/div[3]/div[1]/div/div[15]/div[2]/div[3]/div/div/div/div/div[1],/html/body/div[]/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div[]/div[]/div/div/div/div/div[],19,644,4453,115.0,379.0,20,1,0,24,0,0,0,0,0,0
190,/html/body/div[4]/div/div[3]/div[1]/div[1]/div[7]/div[3]/div[1]/div/div[15]/div[2]/div[3]/div/div/div/div/div[1]/div,/html/body/div[]/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div[]/div[]/div/div/div/div/div[]/div,20,644,4453,113.0,355.0,19,1,0,0,0,0,0,0,0,0
191,/html/body/div[4]/div/div[3]/div[1]/div[1]/div[7]/div[3]/div[1]/div/div[15]/div[2]/div[3]/div/div/div/div/div[2],/html/body/div[]/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div[]/div[]/div/div/div/div/div[],19,1022,4453,115.0,185.0,19,2,0,0,0,0,0,0,0,0
192,/html/body/div[4]/div/div[3]/div[1]/div[1]/div[7]/div[3]/div[1]/div/div[16],/html/body/div[]/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[],12,410,4626,234.0,814.0,94,6,16,16,16,16,16,0,16,0
193,/html/body/div[4]/div/div[3]/div[1]/div[1]/div[7]/div[3]/div[1]/div/div[16]/div[1],/html/body/div[]/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div[],13,428,4643,200.0,200.0,20,2,0,0,0,0,0,0,0,0
194,/html/body/div[4]/div/div[3]/div[1]/div[1]/div[7]/div[3]/div[1]/div/div[16]/div[2],/html/body/div[]/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div[],13,628,4643,200.0,580.0,72,1,0,0,0,16,0,0,0,0
195,/html/body/div[4]/div/div[3]/div[1]/div[1]/div[7]/div[3]/div[1]/div/div[16]/div[2]/div[3],/html/body/div[]/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div[]/div[],14,644,4701,115.0,564.0,44,1,0,0,0,0,8,0,0,0
196,/html/body/div[4]/div/div[3]/div[1]/div[1]/div[7]/div[3]/div[1]/div/div[16]/div[2]/div[3]/div,/html/body/div[]/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div[]/div[]/div,15,644,4697,123.0,564.0,43,1,0,0,0,0,0,0,0,0
197,/html/body/div[4]/div/div[3]/div[1]/div[1]/div[7]/div[3]/div[1]/div/div[16]/div[2]/div[3]/div/div,/html/body/div[]/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div[]/div[]/div/div,16,644,4697,123.0,564.0,42,3,0,0,0,0,0,0,0,0
198,/html/body/div[4]/div/div[3]/div[1]/div[1]/div[7]/div[3]/div[1]/div/div[16]/div[2]/div[3]/div/div/div,/html/body/div[]/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div[]/div[]/div/div/div,17,644,4697,123.0,564.0,41,0,0,0,0,0,0,0,0,0
199,/html/body/div[4]/div/div[3]/div[1]/div[1]/div[7]/div[3]/div[1]/div/div[16]/div[2]/div[3]/div/div/div/div,/html/body/div[]/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div[]/div[]/div/div/div/div,18,640,4697,123.0,572.0,40,5,4,4,4,4,-4,-4,-4,-4
200,/html/body/div[4]/div/div[3]/div[1]/div[1]/div[7]/div[3]/div[1]/div/div[16]/div[2]/div[3]/div/div/div/div/div[1],/html/body/div[]/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div[]/div[]/div/div/div/div/div[],19,644,4701,115.0,379.0,19,1,0,24,0,0,0,0,0,0
201,/html/body/div[4]/div/div[3]/div[1]/div[1]/div[7]/div[3]/div[1]/div/div[16]/div[2]/div[3]/div/div/div/div/div[1]/div,/html/body/div[]/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div[]/div[]/div/div/div/div/div[]/div,20,644,4701,113.0,355.0,18,1,0,0,0,0,0,0,0,0
202,/html/body/div[4]/div/div[3]/div[1]/div[1]/div[7]/div[3]/div[1]/div/div[16]/div[2]/div[3]/div/div/div/div/div[2],/html/body/div[]/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div[]/div[]/div/div/div/div/div[],19,1022,4701,115.0,185.0,19,2,0,0,0,0,0,0,0,0
203,/html/body/div[4]/div/div[3]/div[1]/div[1]/div[7]/div[3]/div[1]/div/div[17],/html/body/div[]/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[],12,410,4876,251.0,814.0,113,6,16,16,16,16,16,0,16,0
